Airfoil AG_03_(flat_aft_bottom)
Builder xxx
Comment xxx
5
20000
14
  -0.0192   0.0312  -1.5000
   0.0323   0.0311  -1.0000
   0.0820   0.0312  -0.5000
   0.1303   0.0314   0.0000
   0.1772   0.0317   0.5000
   0.2225   0.0322   1.0000
   0.2662   0.0329   1.5000
   0.3079   0.0338   2.0000
   0.3470   0.0351   2.5000
   0.3832   0.0368   3.0000
   0.4153   0.0392   3.5000
   0.4429   0.0424   4.0000
   0.4666   0.0463   4.5000
   0.4868   0.0511   5.0000
   0.5047   0.0565   5.5000
   0.5211   0.0625   6.0000
   0.5365   0.0689   6.5000
   0.5514   0.0757   7.0000
   0.5661   0.0829   7.5000
   0.5806   0.0903   8.0000
   0.5864   0.0933   8.2000
   0.5922   0.0964   8.4000
   0.5980   0.0995   8.6000
   0.6038   0.1026   8.8000
   0.6096   0.1057   9.0000
15000
23
  -0.2213   0.0335  -2.5000
  -0.2203   0.0329  -2.4500
  -0.2187   0.0322  -2.4000
  -0.2177   0.0315  -2.3500
  -0.2164   0.0307  -2.3000
   0.1387   0.0256   0.0000
   0.1860   0.0259   0.5000
   0.2320   0.0264   1.0000
   0.2762   0.0271   1.5000
   0.3181   0.0281   2.0000
   0.3575   0.0295   2.5000
   0.3927   0.0315   3.0000
   0.4231   0.0342   3.5000
   0.4487   0.0379   4.0000
   0.4703   0.0425   4.5000
   0.4893   0.0477   5.0000
   0.5887   0.0581   5.5000
   0.7735   0.0875   7.0000
   0.7847   0.0964   7.5000
   0.7771   0.1055   8.0000
   0.7641   0.1084   8.2000
   0.6089   0.1012   8.8000
   0.6150   0.1044   9.0000
20000
15
   0.0449   0.0219  -1.0000
   0.0954   0.0220  -0.5000
   0.1444   0.0222   0.0000
   0.1922   0.0225   0.5000
   0.2386   0.0230   1.0000
   0.2832   0.0237   1.5000
   0.3255   0.0247   2.0000
   0.3645   0.0262   2.5000
   0.3986   0.0285   3.0000
   0.4275   0.0316   3.5000
   0.4516   0.0357   4.0000
   0.6237   0.0444   4.5000
   0.8098   0.0539   5.5000
   0.8637   0.0689   6.5000
   0.8732   0.0902   7.5000
30000
19
   0.0516   0.0178  -1.0000
   0.1024   0.0179  -0.5000
   0.1519   0.0181   0.0000
